"","pathway","pval","padj","log2err","ES","NES","size"
"377","BIOCARTA_NFKB_PATHWAY",0.00408786889822618,0.0163140529912516,0.407017918923954,0.630864090655324,1.75812099080608,21
"378","BIOCARTA_NGF_PATHWAY",0.0979284369114878,0.2104226285738,0.195789002148949,0.507551031370794,1.38408675737074,19
"379","BIOCARTA_NKCELLS_PATHWAY",0.00293629802935057,0.0124513318167176,0.431707695803346,0.640692892983149,1.75782927252693,20
"380","BIOCARTA_NKT_PATHWAY",0.000101043075645463,0.000729143362812587,0.538434096309916,0.736907766776056,2.0095403582251,19
"381","BIOCARTA_NO1_PATHWAY",0.430939226519337,0.627535365314695,0.0826646449123753,0.338561315886193,1.00694080783966,27
"382","BIOCARTA_NO2IL12_PATHWAY",0.103053435114504,0.218770841487708,0.191892240384838,0.570436638434343,1.40650855162273,13
"383","BIOCARTA_NOS1_PATHWAY",0.0543933054393305,0.137504108398096,0.282013350011725,-0.512493490651125,-1.47706911164587,20
"384","BIOCARTA_NOTCH_PATHWAY",0.556,0.749729985443959,0.0736212741014394,0.465244401012678,0.933726986252621,6
"385","BIOCARTA_NPC_PATHWAY",0.778210116731518,0.928415192385267,0.0559428593065705,0.32191340570206,0.757583922394434,11
"386","BIOCARTA_NPP1_PATHWAY",0.293436293436293,0.477002932804644,0.107972360317345,0.497816685346972,1.14848385334401,10
"387","BIOCARTA_NTHI_PATHWAY",0.00185306571680369,0.00850871748899142,0.45505986738723,0.64881661006571,1.84171150916713,22
"388","BIOCARTA_NUCLEARRS_PATHWAY",0.456834532374101,0.656251350925462,0.0782955249944794,0.322773918916495,0.988578320939385,30
"389","BIOCARTA_P27_PATHWAY",0.406488549618321,0.602256425674005,0.0878312634480124,0.419858477432302,1.03523248541792,13
"390","BIOCARTA_P35ALZHEIMERS_PATHWAY",0.161943319838057,0.307733831620471,0.155241966228839,-0.596431911373283,-1.27477628372427,7
"391","BIOCARTA_P38MAPK_PATHWAY",0.0426807187206553,0.11312832848311,0.321775918075361,0.459380413235583,1.46402607984465,36
"392","BIOCARTA_P53HYPOXIA_PATHWAY",0.00723301194710071,0.0256110136359118,0.407017918923954,0.609762113374241,1.69931303239645,21
"393","BIOCARTA_P53_PATHWAY",0.068901303538175,0.162723887992803,0.234392647294686,0.573304046937496,1.49471191842751,16
"394","BIOCARTA_PAR1_PATHWAY",0.258003766478343,0.432985940527853,0.114750719227023,0.434228151330993,1.18413597212402,19
"395","BIOCARTA_PARKIN_PATHWAY",0.91497975708502,1,0.0502948063662358,-0.298666736593584,-0.6383516127938,7
"396","BIOCARTA_PCAF_PATHWAY",0.00987275283348965,0.0329284299050368,0.380730400722792,0.67049870249997,1.65322858907966,13
"397","BIOCARTA_PDGF_PATHWAY",0.187387387387387,0.344186954529295,0.134273452883202,0.415373502004905,1.25222112840335,28
"398","BIOCARTA_PDZS_PATHWAY",0.0535331905781585,0.136054346836328,0.287857117255149,-0.526764658177237,-1.44191852858173,17
"399","BIOCARTA_PELP1_PATHWAY",0.958,1,0.0476387259290825,0.272668417077294,0.547234655096722,6
"400","BIOCARTA_PEPI_PATHWAY",0.165692007797271,0.312692505674962,0.150169802128406,0.684290608948881,1.31601375479264,5
"401","BIOCARTA_PGC1A_PATHWAY",0.825263157894737,0.958774927599607,0.0568864160475701,-0.276735681413704,-0.736098960449652,15
"402","BIOCARTA_PITX2_PATHWAY",0.0875232774674116,0.194318456953561,0.206587922696891,0.548133626257397,1.42908787829845,16
"403","BIOCARTA_PKC_PATHWAY",0.40748031496063,0.60348453520648,0.0894366833718621,0.50959650200012,1.07315219590467,7
"404","BIOCARTA_PLATELETAPP_PATHWAY",0.272900763358779,0.452049074039318,0.111918316325105,0.472271007710135,1.16446449311345,13
"405","BIOCARTA_PLCD_PATHWAY",0.961145194274029,1,0.048505983646947,-0.276570818555665,-0.535371035407179,5
"406","BIOCARTA_PLCE_PATHWAY",0.967181467181467,1,0.0455878202571231,0.232677625920059,0.536796986258811,10
"407","BIOCARTA_PLC_PATHWAY",0.604288499025341,0.793898611288212,0.0681513438679483,0.402359929007499,0.89981497182362,9
"408","BIOCARTA_PLK3_PATHWAY",0.391732283464567,0.58630237709648,0.0916795246008379,0.4963819303984,1.07227239076226,8
"409","BIOCARTA_PML_PATHWAY",0.00925236923313961,0.0312816187895975,0.380730400722792,0.63544565854835,1.68047357688551,17
"410","BIOCARTA_PPARA_PATHWAY",0.0221493146629,0.0633045009513118,0.352487857583619,0.436451930530628,1.4846362232992,49
"411","BIOCARTA_PPARG_PATHWAY",0.114173228346457,0.235627344827511,0.184706471207739,0.649437070608971,1.40289844916918,8
"412","BIOCARTA_PRC2_PATHWAY",0.294896030245747,0.478955616951836,0.106323255932708,0.456801186649862,1.14824311252781,14
"413","BIOCARTA_PRION_PATHWAY",0.113680154142582,0.235133581454277,0.183023938384487,0.569362603938297,1.38161973780132,12
"414","BIOCARTA_PROTEASOME_PATHWAY",0.915254237288136,1,0.0469758727821845,0.240014393666787,0.654516931933639,19
"415","BIOCARTA_PS1_PATHWAY",0.975425330812854,1,0.0442407423477375,0.216177955640467,0.543397994354975,14
"416","BIOCARTA_PTC1_PATHWAY",0.184824902723735,0.340561251637395,0.141225119642531,0.549708248241911,1.29367129016403,11
"417","BIOCARTA_PTDINS_PATHWAY",0.983516483516483,1,0.0424170054438747,0.185341983263938,0.532576342917722,23
"418","BIOCARTA_PTEN_PATHWAY",0.10989010989011,0.229342608953986,0.181383128498408,0.506417435892757,1.3736968942782,18
"419","BIOCARTA_PYK2_PATHWAY",0.969498910675381,1,0.051011413203915,-0.208502927324792,-0.642155595330828,27
"420","BIOCARTA_RAB_PATHWAY",0.904580152671756,1,0.0481183992657975,0.262291956449912,0.646725429104988,13
"421","BIOCARTA_RAC1_PATHWAY",0.656488549618321,0.836526245051818,0.0630790410571939,0.316109291455104,0.867289417321729,20
"422","BIOCARTA_RACCYCD_PATHWAY",0.169776119402985,0.31850671802083,0.144630528034484,0.430502629344835,1.26518664625845,26
"423","BIOCARTA_RACC_PATHWAY",0.223849372384937,0.390065294790682,0.132147260608774,-0.478311879556629,-1.2182503233595,13
"424","BIOCARTA_RANBP2_PATHWAY",0.616731517509728,0.803409610874423,0.0670512579829467,0.376447447522258,0.885923135904557,11
"425","BIOCARTA_RANKL_PATHWAY",0.221579961464355,0.387624373109386,0.126875729929857,0.510741425094509,1.23936912776207,12
"426","BIOCARTA_RANMS_PATHWAY",0.538610038610039,0.732814208947861,0.0734381410838857,0.406633775649874,0.938121078108678,10
"427","BIOCARTA_RAN_PATHWAY",0.39766081871345,0.592732165624574,0.0902635484340068,0.56783486446735,1.09204844011774,5
"428","BIOCARTA_RARRXR_PATHWAY",0.614173228346457,0.801062617964729,0.0678338263479455,0.419112146110706,0.882602447551569,7
"429","BIOCARTA_RAS_PATHWAY",0.274436090225564,0.453780871187339,0.110564716336619,0.39838344556573,1.13083938570216,22
"430","BIOCARTA_RB_PATHWAY",0.025838650508076,0.0718380454749151,0.352487857583619,0.627753109344491,1.54783205900687,13
"431","BIOCARTA_RECK_PATHWAY",0.00249639633024407,0.0108828195314346,0.431707695803346,0.792764064807724,1.77289268441154,9
"432","BIOCARTA_REELIN_PATHWAY",0.526315789473684,0.72138455997586,0.0770736734944102,-0.453550594521695,-0.969390688761189,7
"433","BIOCARTA_RELA_PATHWAY",0.0607210626185958,0.148958555136185,0.252961123069611,0.588643112605146,1.50818053176983,15
"434","BIOCARTA_RHODOPSIN_PATHWAY",0.316973415132924,0.505942274294659,0.106729884364606,-0.488112233798824,-1.12529612366815,9
"435","BIOCARTA_RHO_PATHWAY",0.299618320610687,0.484607458325142,0.105920292736253,0.404286260279669,1.10921508664017,20
"436","BIOCARTA_RNAPOL3_PATHWAY",0.82995951417004,0.961067181174089,0.0547939500773363,-0.345446990363212,-0.738336802913518,7
"437","BIOCARTA_RNA_PATHWAY",0.0310563201906353,0.0841222181771925,0.352487857583619,0.662564001668088,1.52856278248774,10
"438","BIOCARTA_S1P_PATHWAY",0.062753036437247,0.152700434344239,0.257206466468838,-0.6469989762327,-1.43996155809649,8
"439","BIOCARTA_SALMONELLA_PATHWAY",0.568507157464213,0.76215747901,0.0736212741014394,-0.481836813485016,-0.932713997376587,5
"440","BIOCARTA_SAM68_PATHWAY",0.896414342629482,0.998846292772078,0.0504983044100709,-0.31745515897507,-0.6472118655384,6
"441","BIOCARTA_SARS_PATHWAY",0.0610236220472441,0.149601740983171,0.257206466468838,0.723539605652934,1.52369200648529,7
"442","BIOCARTA_SET_PATHWAY",0.985537190082645,1,0.0478299633114229,-0.198892046476492,-0.476330315090473,10
"443","BIOCARTA_SHH_PATHWAY",0.0569259962049336,0.142478405226195,0.261663521711573,0.595357557286913,1.52538381595652,15
"444","BIOCARTA_SKP2E2F_PATHWAY",0.565637065637066,0.759297375127841,0.0709609456938284,0.398352057029732,0.91901480788284,10
"445","BIOCARTA_SLRP_PATHWAY",0.014292287084872,0.0446753190003189,0.380730400722792,0.845794654963283,1.62661504499023,5
"446","BIOCARTA_SM_PATHWAY",0.582230623818526,0.775365885555992,0.0684714904492087,0.357114588954848,0.897664846621578,14
"447","BIOCARTA_SODD_PATHWAY",0.00568397170361938,0.0213069875040583,0.407017918923954,0.741185973202782,1.70994694955867,10
"448","BIOCARTA_SPPA_PATHWAY",0.210428305400372,0.374420572669976,0.128142916898415,0.476399854449201,1.2420643883227,16
"449","BIOCARTA_SPRY_PATHWAY",0.443202979515829,0.640643120965829,0.0817515582532145,0.384933041548426,1.00359313364783,16
"450","BIOCARTA_SRCRPTP_PATHWAY",0.760700389105058,0.916233497175753,0.0570059526582387,0.328641744681624,0.77341824723164,11
"451","BIOCARTA_STAT3_PATHWAY",0.692913385826772,0.866052779503565,0.0619762736001998,0.386065249451459,0.83396893131724,8
"452","BIOCARTA_STATHMIN_PATHWAY",0.47834274952919,0.677301894681091,0.0782955249944794,0.359757179799249,0.981054352474392,19
"453","BIOCARTA_STEM_PATHWAY",0.0622568093385214,0.151756278359369,0.252961123069611,0.61773120796034,1.45375502611152,11
"454","BIOCARTA_STRESS_PATHWAY",0.0749542961608775,0.173156573830506,0.222056046145248,0.496968370831436,1.44257409713083,24
"455","BIOCARTA_SUMO_PATHWAY",0.926,1,0.0491927521045191,0.294572528144445,0.591195333761002,6
"456","BIOCARTA_TALL1_PATHWAY",0.219465648854962,0.384778784874408,0.126875729929857,0.498443226066534,1.22899654882826,13
"457","BIOCARTA_TCAPOPTOSIS_PATHWAY",5.20372560279416e-05,0.000412457865693128,0.557332238758646,0.882052357636671,1.97257196881304,9
"458","BIOCARTA_TCRA_PATHWAY",2.9353617689893e-05,0.000250045587011261,0.575610261071129,0.846234626637109,2.053479548684,12
"459","BIOCARTA_TCR_PATHWAY",0.00777012887251105,0.0271368638426859,0.407017918923954,0.481299741061213,1.61344818484633,44
"460","BIOCARTA_TCYTOTOXIC_PATHWAY",0.000116401290182856,0.000822354586792321,0.538434096309916,0.824354341630922,2.00038467834274,12
"461","BIOCARTA_TEL_PATHWAY",0.0953271028037383,0.206095714395979,0.197822021315103,0.524002029701643,1.38575431793746,17
"462","BIOCARTA_TERC_PATHWAY",0.09,0.198331846565566,0.211400189384923,0.699517047741323,1.40390285922439,6
"463","BIOCARTA_TERT_PATHWAY",0.0748031496062992,0.172861285229898,0.231126709673834,0.676052212458287,1.4603918429322,8
"464","BIOCARTA_TFF_PATHWAY",0.0255531434787913,0.0711933632786927,0.352487857583619,0.562496391072314,1.543286390011,20
"465","BIOCARTA_TGFB_PATHWAY",0.0508474576271186,0.130707772623856,0.276500599254472,0.561505023724002,1.53121877308484,19
"466","BIOCARTA_TH1TH2_PATHWAY",0.000268372678466554,0.00166994955509289,0.49849310876659,0.759456371155225,1.98004618239714,16
"467","BIOCARTA_THELPER_PATHWAY",6.86648443295471e-06,7.16725579332779e-05,0.610526878385931,0.868043282967699,2.10640060432209,12
"468","BIOCARTA_TID_PATHWAY",0.00227801957375858,0.0100971310174192,0.431707695803346,0.693771650633677,1.88190985196561,18
"469","BIOCARTA_TNFR1_PATHWAY",0.268602540834846,0.446526117121364,0.109684061970549,0.373859405475275,1.13123263146774,29
"470","BIOCARTA_TNFR2_PATHWAY",0.00596562452446975,0.0221166800154304,0.407017918923954,0.665379470549391,1.73476993616197,16
"471","BIOCARTA_TOB1_PATHWAY",2.11078072193879e-05,0.000188469830485402,0.575610261071129,0.803694849346312,2.09538424944644,16
"472","BIOCARTA_TOLL_PATHWAY",0.00308244881187997,0.0129648286860627,0.431707695803346,0.593520841037614,1.73234241731489,25
"473","BIOCARTA_TPO_PATHWAY",0.742230347349177,0.903743570615667,0.0552495663125249,0.278275962850265,0.807765080080103,24
"474","BIOCARTA_TRKA_PATHWAY",0.975190839694656,1,0.0446854397644147,0.221326062708267,0.545717050627343,13
"475","BIOCARTA_TSP1_PATHWAY",0.377952755905512,0.570818804568117,0.0937465422491719,0.520836922450738,1.09682324121626,7
"476","BIOCARTA_TUBBY_PATHWAY",0.0756646216768916,0.174388194164314,0.234392647294686,-0.721310387081861,-1.39627416514387,5
"477","BIOCARTA_UCALPAIN_PATHWAY",0.812977099236641,0.951812524872472,0.0530212512043078,0.299148923336685,0.73760254957783,13
"478","BIOCARTA_VDR_PATHWAY",0.826325411334552,0.959263309008688,0.0502948063662358,0.258972658378171,0.751732445701611,24
"479","BIOCARTA_VEGF_PATHWAY",0.0460405156537753,0.120831633466371,0.287857117255149,0.491319319982318,1.46126993769285,27
"480","BIOCARTA_VIP_PATHWAY",0.323475046210721,0.512676126490088,0.0992333343771191,0.373840699614075,1.09114972294477,25
"481","BIOCARTA_VITCB_PATHWAY",0.511673151750973,0.708389637142996,0.0764767053228531,0.410889072365958,0.966977297615602,11
"482","BIOCARTA_VOBESITY_PATHWAY",0.35,0.541626644393402,0.0992333343771191,0.562195785893141,1.12830455498941,6
"483","BIOCARTA_WNT_LRP6_PATHWAY",0.860557768924303,0.977408984750653,0.0523759084097997,-0.336025599200946,-0.685072359918971,6
"484","BIOCARTA_WNT_PATHWAY",0.656307129798903,0.836526245051818,0.0610363728309177,0.29935520881023,0.868952825606084,24
"485","BLALOCK_ALZHEIMERS_DISEASE_DN",2.49174643688286e-05,0.000218020458603764,0.575610261071129,-0.251207722210201,-1.31606993554483,1179
"486","BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN",1,1,0.0551351763385257,-0.112568009035048,-0.488588701130973,157
"487","BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP",1.24933692554453e-11,4.32655885757499e-10,0.875325132024659,0.448524951687663,2.03392830104624,364
"488","BLALOCK_ALZHEIMERS_DISEASE_UP",1.65762250315213e-50,3.07116009271511e-47,1.85405485793911,0.449975273870602,2.24174420127879,1566
"489","BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN",0.00490350665118155,0.018833406704621,0.407017918923954,0.353753377450871,1.46034146657637,167
"490","BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP",3.37863267339112e-17,2.59327728243468e-15,1.06720998682811,0.507119912586597,2.28575991603071,340
"491","BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN",0.0855263157894737,0.190914315155358,0.195789002148949,0.300001118843316,1.238444921779,167
"492","BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP",1.35311497093799e-23,2.50698376240536e-21,1.25451347943706,0.477237260485717,2.24678526896795,588
"493","BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN",0.0334267253208618,0.0899511479131834,0.321775918075361,-0.368238777370096,-1.39644626060751,70
"494","BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP",0.00139650492950413,0.00672482003414888,0.45505986738723,0.3994745267802,1.57873979276673,125
"495","BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN",0.00205297268940326,0.00926588343554663,0.431707695803346,0.490357798193219,1.67766292399598,53
"496","BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP",2.17264066062533e-14,1.13390422083763e-12,0.97599468306432,0.638591164845153,2.52114976652319,121
"497","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN",0.113989637305699,0.235439543985647,0.172324344900946,0.331365708484783,1.24729145289787,89
"498","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_DN",0.00161554232217458,0.00759973186110626,0.45505986738723,0.466992553858736,1.6662143157719,67
"499","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_RUXOLITINIB_UP",2.28000270787294e-09,5.31355348051771e-08,0.774939030136436,0.405237126253915,1.85082823695516,404
"500","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP",1.65031326071941e-16,1.11186105229014e-14,1.04762648849882,0.458937295166167,2.11836318547846,459
"501","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_DN",0.196180555555556,0.356057607613905,0.128142916898415,0.330026024439223,1.1775221723648,67
"502","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP",0.000256674535364422,0.00160524471019893,0.49849310876659,0.495587438254515,1.79445220943684,72
"503","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_DN",0.631284916201117,0.816151975404946,0.0637845390312975,0.333183997468321,0.86867360296083,16
"504","BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP",1.19050227736337e-17,9.59001345384779e-16,1.0864405425825,0.526020247986642,2.33531121965698,298
"505","BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN",0.0797665369649805,0.181389937234572,0.222056046145248,0.606974364995361,1.42844010867831,11
"506","BLANCO_MELO_COVID19_SARS_COV_2_LOW_MOI_INFECTION_A594_ACE2_EXPRESSING_CELLS_UP",6.35968561375638e-06,6.76207031327812e-05,0.610526878385931,0.463359962434638,1.86425154875813,141
"507","BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN",0.451827242524917,0.650192562010128,0.0747385227439092,0.2455649751611,1.00603887025883,159
"508","BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP",8.62406616082093e-25,1.82608440908126e-22,1.28710367230144,0.698948268290096,2.81248676694295,143
"509","BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN",0.283251231527094,0.463701099369845,0.126875729929857,-0.265826367478715,-1.08643785710905,105
"510","BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_UP",6.34540338167289e-11,1.99261798566008e-09,0.839088935621274,0.528943713846972,2.19875281686308,184
"511","BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_DN",0.103194103194103,0.219006729316008,0.219250346703755,-0.296626341231891,-1.2279765267506,110
"512","BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP",0.116363636363636,0.238412476396951,0.175204047558551,0.406400459637765,1.3109304201296,37
"513","BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_DN",0.000997604848132444,0.00509176964842255,0.45505986738723,0.599585060340903,1.83638378900588,30
"514","BLANCO_MELO_MERS_COV_INFECTION_MCR5_CELLS_UP",1.99261156469197e-07,3.06712623235879e-06,0.690132458796796,0.426264361886685,1.85103500926942,248
"515","BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN",0.610169491525424,0.798933940228784,0.0609039347452418,0.239507129204373,0.9194680526207,98
"516","BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_UP",1.30499537282864e-15,8.05943392336088e-14,1.01754479730988,0.524606653394141,2.29523943105485,263
"517","BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_DN",0.00674360013353688,0.0242133912165914,0.407017918923954,0.765922185810158,1.65452681296708,8
"518","BLANCO_MELO_SARS_COV_1_INFECTION_MCR5_CELLS_UP",0.0289609041097044,0.0789368372037585,0.352487857583619,0.6598490393115,1.55287420323361,11
"519","BLUM_RESPONSE_TO_SALIRASIB_DN",0.000912561374391835,0.00472606033935562,0.477270815362862,0.32925706752558,1.47810445846375,326
"520","BLUM_RESPONSE_TO_SALIRASIB_UP",0.00576433539768972,0.0215537283714826,0.407017918923954,0.329654009349595,1.41700808588668,225
"521","BOCHKIS_FOXA2_TARGETS",2.01495268480881e-09,4.74057598321209e-08,0.774939030136436,0.412695693168834,1.87747280318821,382
"522","BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_DN",0.613430127041742,0.800798074952678,0.0639271933359996,0.286423737627623,0.887130157238564,32
"523","BOGNI_TREATMENT_RELATED_MYELOID_LEUKEMIA_UP",0.104504504504505,0.221154449709561,0.184706471207739,0.448979634074445,1.35353310044363,28
"524","BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_DN",0.000109840490190731,0.000783472447356601,0.538434096309916,0.619357344652121,1.99786777987125,37
"525","BOHN_PRIMARY_IMMUNODEFICIENCY_SYNDROM_UP",0.000248853737339485,0.00156425364497279,0.49849310876659,0.578142107423978,1.93809024652647,44
"526","BONCI_TARGETS_OF_MIR15A_AND_MIR16_1",0.385542168674699,0.579799718353935,0.0850427463764322,0.276364676863305,1.0359386092378,87
"527","BONOME_OVARIAN_CANCER_POOR_SURVIVAL_DN",0.917197452229299,1,0.0523759084097997,-0.236545166595915,-0.669808286866783,19
"528","BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP",0.0200463388698689,0.0583746237188993,0.352487857583619,0.510424335936011,1.56330608953807,30
"529","BONOME_OVARIAN_CANCER_SURVIVAL_OPTIMAL_DEBULKING",1.47167509495158e-05,0.0001392922621799,0.593325476396405,0.403217547759266,1.73137805718029,224
"530","BONOME_OVARIAN_CANCER_SURVIVAL_SUBOPTIMAL_DEBULKING",5.88592017556571e-06,6.35868140249525e-05,0.610526878385931,0.344545063813897,1.59104817881325,474
"531","BOQUEST_STEM_CELL_CULTURED_VS_FRESH_DN",3.2064581113912e-07,4.70555664624163e-06,0.674962860011025,0.742763319329473,2.27490411103525,30
"532","BOQUEST_STEM_CELL_CULTURED_VS_FRESH_UP",6.68741877685275e-30,2.25274820705708e-27,1.41727590263607,0.562105881597732,2.56729053292067,404
"533","BOQUEST_STEM_CELL_DN",3.620447170548e-15,2.09618234226025e-13,0.996986217533181,0.558424933296519,2.37444516044548,202
"534","BOQUEST_STEM_CELL_UP",4.70910850650207e-30,1.6618668162708e-27,1.42456271623384,0.633864578682939,2.76066968282629,254
"535","BORCZUK_MALIGNANT_MESOTHELIOMA_DN",0.000783880829890576,0.00413182135869066,0.477270815362862,0.447097745430152,1.68291764116124,89
"536","BORCZUK_MALIGNANT_MESOTHELIOMA_UP",0.00395992416863231,0.015880410180592,0.407017918923954,0.316323243037386,1.40039955493626,289
"537","BORLAK_LIVER_CANCER_EGF_UP",0.000247401146918708,0.0015564430388918,0.49849310876659,0.551533457213825,1.87572910550727,51
"538","BOSCO_ALLERGEN_INDUCED_TH2_ASSOCIATED_MODULE",1.62066948400518e-05,0.000150889215401537,0.575610261071129,0.465006398724474,1.86186627508658,133
"539","BOSCO_EPITHELIAL_DIFFERENTIATION_MODULE",0.0144568547082184,0.0450356243138322,0.380730400722792,0.450984812323224,1.53407131850426,49
"540","BOSCO_INTERFERON_INDUCED_ANTIVIRAL_MODULE",0.00654180261427197,0.0236494142313998,0.407017918923954,0.423886388428126,1.53915525415137,74
"541","BOSCO_TH1_CYTOTOXIC_MODULE",5.94217002847582e-09,1.28366624834002e-07,0.761460801445585,0.579668701661309,2.22534859004924,98
"542","BOUDOUKHA_BOUND_BY_IGF2BP2",0.00404877579299907,0.0161754595158578,0.407017918923954,0.400060598316894,1.54204310252363,101
"543","BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX",0.0728971962616822,0.169940585560027,0.227987202850442,0.55116886685353,1.45759862340583,17
"544","BOWIE_RESPONSE_TO_TAMOXIFEN",0.0512820512820513,0.131369264449112,0.271288554688953,0.566995784220716,1.53802040105461,18
"545","BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN",0.104609929078014,0.221188069728149,0.183023938384487,0.387009638580667,1.31178166542951,48
"546","BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP",0.63859649122807,0.821068458794453,0.0603786357920401,0.268725678681565,0.900841869422959,44
"547","BOYAULT_LIVER_CANCER_SUBCLASS_G12_DN",0.169847328244275,0.31850671802083,0.14641623786055,0.52706303860402,1.29956356428206,13
"548","BOYAULT_LIVER_CANCER_SUBCLASS_G12_UP",0.540659340659341,0.73479302652235,0.0799858801499946,-0.278293852638915,-0.946852095571351,39
"549","BOYAULT_LIVER_CANCER_SUBCLASS_G1_DN",0.201438848920863,0.362745045689652,0.128788713061714,0.368051566897011,1.19535971185911,38
"550","BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP",0.0873949579831933,0.194266356812671,0.195789002148949,0.321437915306677,1.24884749174636,107
"551","BOYAULT_LIVER_CANCER_SUBCLASS_G2",0.372972972972973,0.564794177094954,0.0894366833718621,0.348318849055599,1.05007233273972,28
"552","BOYAULT_LIVER_CANCER_SUBCLASS_G23_DN",0.5,0.698228754475221,0.077274697304471,0.423660838595215,0.977403222396323,10
"553","BOYAULT_LIVER_CANCER_SUBCLASS_G23_UP",0.84965034965035,0.971391383335692,0.0469758727821845,0.22990096101314,0.778163992988227,47
"554","BOYAULT_LIVER_CANCER_SUBCLASS_G3_DN",0.0957446808510638,0.206809626868911,0.191892240384838,0.390375817217055,1.32319143660205,48
"555","BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP",0.576666666666667,0.770309420812305,0.0628003977812234,0.227223137959423,0.945740060498304,182
"556","BOYAULT_LIVER_CANCER_SUBCLASS_G56_DN",0.252371916508539,0.42546139063803,0.116739204791222,0.461807695721962,1.18321162890517,15
"557","BOYAULT_LIVER_CANCER_SUBCLASS_G56_UP",0.469111969111969,0.66908945402017,0.0806388495950661,0.432898159386159,0.998714106681296,10
"558","BOYAULT_LIVER_CANCER_SUBCLASS_G5_DN",2.79323130602114e-06,3.24461398258976e-05,0.627256739718528,0.72727155856073,2.19249616867912,28
"559","BOYAULT_LIVER_CANCER_SUBCLASS_G6_DN",0.217948717948718,0.383601978046422,0.124434168630393,0.456245273237874,1.2376009798539,18
"560","BOYAULT_LIVER_CANCER_SUBCLASS_G6_UP",0.563922942206655,0.75789737080689,0.0662842187012672,0.266536335574344,0.929430449629016,59
"561","BOYERINAS_ONCOFETAL_TARGETS_OF_LET7A1",0.0972762645914397,0.209385534965774,0.199915231309662,0.59310121106016,1.39579133361009,11
"562","BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN",0.00500748445070536,0.0191488479175322,0.407017918923954,0.551653359249993,1.66920578191435,29
"563","BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_UP",0.227106227106227,0.39389937801393,0.121543282035469,0.370017402257438,1.17922991771843,36
"564","BOYLAN_MULTIPLE_MYELOMA_C_DN",0.00605967934067089,0.0223758264044404,0.407017918923954,0.466846877890216,1.60013334155301,54
